Date,Ticker,Adj Close,Close,High,Low,Open,Volume
26/02/2020,BBCA.JK,5786.595703125,6420.0,6535.0,6420.0,6500.0,92824500
27/02/2020,BBCA.JK,5669.4228515625,6290.0,6475.0,6200.0,6470.0,129254500
28/02/2020,BBCA.JK,5669.4228515625,6290.0,6290.0,6035.0,6200.0,169946500
02/03/2020,BBCA.JK,5480.14111328125,6080.0,6290.0,6035.0,6290.0,144871500
03/03/2020,BBCA.JK,5696.4619140625,6320.0,6350.0,6200.0,6200.0,114663500
04/03/2020,BBCA.JK,5804.62255859375,6440.0,6500.0,6260.0,6315.0,83025000
05/03/2020,BBCA.JK,5800.1171875,6435.0,6540.0,6340.0,6540.0,77583000
06/03/2020,BBCA.JK,5588.3017578125,6200.0,6350.0,6200.0,6350.0,77835500
09/03/2020,BBCA.JK,5214.24658203125,5785.0,6040.0,5785.0,6000.0,140889500
10/03/2020,BBCA.JK,5340.43359375,5925.0,6010.0,5840.0,5840.0,133667000
11/03/2020,BBCA.JK,5272.833984375,5850.0,5980.0,5790.0,5950.0,93204500
12/03/2020,BBCA.JK,5011.4453125,5560.0,5640.0,5460.0,5600.0,129845500
13/03/2020,BBCA.JK,5011.4453125,5560.0,5560.0,5560.0,5560.0,0
16/03/2020,BBCA.JK,5011.4453125,5560.0,5560.0,5560.0,5560.0,0
17/03/2020,BBCA.JK,4614.8564453125,5120.0,5505.0,5120.0,5495.0,212200000
18/03/2020,BBCA.JK,4506.6953125,5000.0,5380.0,4765.0,5120.0,180053500
19/03/2020,BBCA.JK,4191.22607421875,4650.0,4995.0,4650.0,4995.0,264419000
20/03/2020,BBCA.JK,4267.84033203125,4735.0,5385.0,4325.0,4600.0,335132000
23/03/2020,BBCA.JK,3992.931884765625,4430.0,5000.0,4405.0,4760.0,217843500
24/03/2020,BBCA.JK,4056.025634765625,4500.0,4995.0,4450.0,4450.0,253971000
26/03/2020,BBCA.JK,4759.06982421875,5280.0,5395.0,4650.0,4650.0,331633000
27/03/2020,BBCA.JK,4966.3779296875,5510.0,5895.0,5355.0,5360.0,269683000
30/03/2020,BBCA.JK,4952.85791015625,5495.0,5555.0,5155.0,5480.0,159964500
31/03/2020,BBCA.JK,4979.8984375,5525.0,5710.0,5485.0,5660.0,182638500
01/04/2020,BBCA.JK,4939.337890625,5480.0,5750.0,5425.0,5560.0,152831500
02/04/2020,BBCA.JK,4876.24365234375,5410.0,5470.0,5360.0,5470.0,136623500
03/04/2020,BBCA.JK,4952.85791015625,5495.0,5530.0,5365.0,5460.0,110506000
06/04/2020,BBCA.JK,5169.17919921875,5735.0,5740.0,5495.0,5520.0,78184000
07/04/2020,BBCA.JK,5097.0712890625,5655.0,6100.0,5580.0,5735.0,149153500
08/04/2020,BBCA.JK,5079.044921875,5635.0,5660.0,5480.0,5655.0,106111500
09/04/2020,BBCA.JK,5042.99169921875,5595.0,5695.0,5500.0,5600.0,89997000
13/04/2020,BBCA.JK,4957.36474609375,5500.0,5615.0,5480.0,5540.0,58043000
14/04/2020,BBCA.JK,4970.884765625,5515.0,5590.0,5445.0,5505.0,95796000
15/04/2020,BBCA.JK,4943.84423828125,5485.0,5630.0,5445.0,5515.0,95342000
16/04/2020,BBCA.JK,4723.0166015625,5240.0,5520.0,5185.0,5485.0,176990500
17/04/2020,BBCA.JK,4889.7646484375,5425.0,5445.0,5280.0,5300.0,160935500
20/04/2020,BBCA.JK,4826.67041015625,5355.0,5500.0,5330.0,5430.0,90744000
21/04/2020,BBCA.JK,4731.31103515625,5160.0,5355.0,5160.0,5355.0,73431000
22/04/2020,BBCA.JK,4717.55615234375,5145.0,5235.0,5045.0,5160.0,107263500
23/04/2020,BBCA.JK,4694.63330078125,5120.0,5245.0,5120.0,5180.0,105419500
24/04/2020,BBCA.JK,4511.25,4920.0,5140.0,4920.0,5120.0,131149500
27/04/2020,BBCA.JK,4547.92626953125,4960.0,5020.0,4855.0,4940.0,151103500
28/04/2020,BBCA.JK,4428.7265625,4830.0,4975.0,4805.0,4960.0,180488000
29/04/2020,BBCA.JK,4447.0654296875,4850.0,4850.0,4800.0,4825.0,121161000
30/04/2020,BBCA.JK,4740.47998046875,5170.0,5250.0,4880.0,4880.0,174081000
04/05/2020,BBCA.JK,4786.326171875,5220.0,5300.0,5000.0,5150.0,114497500
05/05/2020,BBCA.JK,4845.92529296875,5285.0,5340.0,5200.0,5220.0,118643500
06/05/2020,BBCA.JK,4910.1103515625,5355.0,5370.0,5300.0,5315.0,86395500
08/05/2020,BBCA.JK,4809.24853515625,5245.0,5400.0,5150.0,5345.0,123028000
11/05/2020,BBCA.JK,4855.0947265625,5295.0,5325.0,5245.0,5245.0,40615500
12/05/2020,BBCA.JK,4786.326171875,5220.0,5340.0,5030.0,5340.0,118660000
13/05/2020,BBCA.JK,4685.46435546875,5110.0,5170.0,5085.0,5160.0,94973000
14/05/2020,BBCA.JK,4511.25,4920.0,5110.0,4905.0,5070.0,131268000
15/05/2020,BBCA.JK,4387.46484375,4785.0,4995.0,4680.0,4920.0,205790000
18/05/2020,BBCA.JK,4369.126953125,4765.0,4845.0,4750.0,4800.0,139997500
19/05/2020,BBCA.JK,4291.189453125,4680.0,4960.0,4680.0,4840.0,128504500
20/05/2020,BBCA.JK,4369.126953125,4765.0,4800.0,4690.0,4720.0,119158000
26/05/2020,BBCA.JK,4557.095703125,4970.0,5000.0,4775.0,4775.0,176076500
27/05/2020,BBCA.JK,4552.5107421875,4965.0,5000.0,4855.0,4970.0,151753500
28/05/2020,BBCA.JK,4855.0947265625,5295.0,5320.0,5000.0,5000.0,229233000
29/05/2020,BBCA.JK,4758.818359375,5190.0,5295.0,5190.0,5295.0,399414000
02/06/2020,BBCA.JK,4914.69482421875,5360.0,5500.0,5240.0,5260.0,181369500
03/06/2020,BBCA.JK,5299.8017578125,5780.0,5780.0,5400.0,5410.0,279673500
04/06/2020,BBCA.JK,5308.97021484375,5790.0,5990.0,5600.0,5780.0,236158500
05/06/2020,BBCA.JK,5249.37060546875,5725.0,5855.0,5585.0,5790.0,88157500
08/06/2020,BBCA.JK,5409.83154296875,5900.0,5925.0,5755.0,5755.0,173557500
09/06/2020,BBCA.JK,5322.72509765625,5805.0,5995.0,5795.0,5940.0,100110000
10/06/2020,BBCA.JK,5318.14013671875,5800.0,5865.0,5595.0,5800.0,115382500
11/06/2020,BBCA.JK,5208.10888671875,5680.0,5810.0,5605.0,5750.0,85187500
12/06/2020,BBCA.JK,5198.9404296875,5670.0,5680.0,5480.0,5680.0,96044000
15/06/2020,BBCA.JK,5043.0634765625,5500.0,5710.0,5500.0,5680.0,100844500
16/06/2020,BBCA.JK,5281.46337890625,5760.0,5795.0,5580.0,5580.0,91518500
17/06/2020,BBCA.JK,5244.7861328125,5720.0,5800.0,5680.0,5800.0,79800000
18/06/2020,BBCA.JK,5121.001953125,5585.0,5740.0,5585.0,5720.0,68032000
19/06/2020,BBCA.JK,5111.8330078125,5575.0,5650.0,5545.0,5600.0,110071000
22/06/2020,BBCA.JK,5079.740234375,5540.0,5660.0,5530.0,5595.0,51590500
23/06/2020,BBCA.JK,5153.09423828125,5620.0,5660.0,5520.0,5570.0,69954000
24/06/2020,BBCA.JK,5231.0322265625,5705.0,5760.0,5640.0,5650.0,57333000
25/06/2020,BBCA.JK,5249.37060546875,5725.0,5745.0,5640.0,5700.0,51415000
26/06/2020,BBCA.JK,5176.017578125,5645.0,5760.0,5640.0,5720.0,57467500
29/06/2020,BBCA.JK,5203.5244140625,5675.0,5695.0,5585.0,5640.0,48796500
30/06/2020,BBCA.JK,5221.86328125,5695.0,5740.0,5660.0,5700.0,74474000
01/07/2020,BBCA.JK,5318.14013671875,5800.0,5800.0,5675.0,5700.0,63959000
02/07/2020,BBCA.JK,5382.32421875,5870.0,5870.0,5760.0,5775.0,75585500
03/07/2020,BBCA.JK,5382.32421875,5870.0,5905.0,5840.0,5870.0,52219000
06/07/2020,BBCA.JK,5441.92431640625,5935.0,5935.0,5850.0,5860.0,67800000
07/07/2020,BBCA.JK,5492.3544921875,5990.0,5995.0,5900.0,5940.0,74168000
08/07/2020,BBCA.JK,5684.908203125,6200.0,6265.0,5980.0,5990.0,106444500
09/07/2020,BBCA.JK,5593.21630859375,6100.0,6240.0,6030.0,6210.0,93543500
10/07/2020,BBCA.JK,5684.908203125,6200.0,6240.0,6080.0,6100.0,67224000
13/07/2020,BBCA.JK,5661.98486328125,6175.0,6240.0,6140.0,6230.0,86006000
14/07/2020,BBCA.JK,5684.908203125,6200.0,6200.0,6110.0,6175.0,45616500
15/07/2020,BBCA.JK,5639.0625,6150.0,6240.0,6150.0,6200.0,61468000
16/07/2020,BBCA.JK,5666.56982421875,6180.0,6200.0,6140.0,6150.0,66520500
17/07/2020,BBCA.JK,5611.55419921875,6120.0,6180.0,6040.0,6135.0,73348000
20/07/2020,BBCA.JK,5629.89306640625,6140.0,6160.0,6060.0,6120.0,59794500
21/07/2020,BBCA.JK,5684.908203125,6200.0,6235.0,6100.0,6100.0,84159500
22/07/2020,BBCA.JK,5666.56982421875,6180.0,6250.0,6130.0,6210.0,44725500
23/07/2020,BBCA.JK,5684.908203125,6200.0,6215.0,6140.0,6180.0,84026500
24/07/2020,BBCA.JK,5593.21630859375,6100.0,6200.0,6100.0,6200.0,58366500
27/07/2020,BBCA.JK,5593.21630859375,6100.0,6140.0,6000.0,6100.0,41972500
28/07/2020,BBCA.JK,5671.15380859375,6185.0,6200.0,6060.0,6120.0,65279000
29/07/2020,BBCA.JK,5625.30810546875,6135.0,6185.0,6100.0,6185.0,50262500
30/07/2020,BBCA.JK,5721.5849609375,6240.0,6240.0,6055.0,6135.0,80533500
03/08/2020,BBCA.JK,5620.7236328125,6130.0,6235.0,5825.0,6220.0,137079000
04/08/2020,BBCA.JK,5694.0771484375,6210.0,6220.0,6130.0,6155.0,79357000
05/08/2020,BBCA.JK,5689.49267578125,6205.0,6220.0,6100.0,6200.0,49393000
06/08/2020,BBCA.JK,5739.92333984375,6260.0,6295.0,6185.0,6215.0,55258500
07/08/2020,BBCA.JK,5666.56982421875,6180.0,6285.0,6160.0,6265.0,43621000
10/08/2020,BBCA.JK,5611.55419921875,6120.0,6200.0,6105.0,6180.0,37774500
11/08/2020,BBCA.JK,5661.98486328125,6175.0,6200.0,6130.0,6140.0,38795500
12/08/2020,BBCA.JK,5739.92333984375,6260.0,6260.0,6160.0,6175.0,35612000
13/08/2020,BBCA.JK,5776.599609375,6300.0,6300.0,6180.0,6260.0,48581000
14/08/2020,BBCA.JK,5872.87646484375,6405.0,6405.0,6240.0,6300.0,57316000
18/08/2020,BBCA.JK,5831.615234375,6360.0,6425.0,6300.0,6405.0,81563500
19/08/2020,BBCA.JK,5804.1083984375,6330.0,6410.0,6310.0,6360.0,58793500
24/08/2020,BBCA.JK,5790.353515625,6315.0,6380.0,6280.0,6340.0,66882500
25/08/2020,BBCA.JK,5836.2001953125,6365.0,6380.0,6305.0,6320.0,49211000
26/08/2020,BBCA.JK,5813.27734375,6340.0,6390.0,6305.0,6385.0,42983000
27/08/2020,BBCA.JK,6051.67578125,6600.0,6600.0,6340.0,6365.0,68326000
28/08/2020,BBCA.JK,5955.3994140625,6495.0,6600.0,6425.0,6560.0,52292500
31/08/2020,BBCA.JK,5753.6767578125,6275.0,6540.0,6275.0,6500.0,97032000
01/09/2020,BBCA.JK,5978.322265625,6520.0,6520.0,6240.0,6280.0,67446000
02/09/2020,BBCA.JK,5900.384765625,6435.0,6560.0,6365.0,6520.0,66065000
03/09/2020,BBCA.JK,5959.984375,6500.0,6500.0,6300.0,6465.0,68208500
04/09/2020,BBCA.JK,5849.95361328125,6380.0,6450.0,6265.0,6450.0,80613500
07/09/2020,BBCA.JK,5762.8466796875,6285.0,6360.0,6200.0,6335.0,64249500
08/09/2020,BBCA.JK,5808.6923828125,6335.0,6360.0,6285.0,6285.0,39649000
09/09/2020,BBCA.JK,5726.1689453125,6245.0,6320.0,6210.0,6300.0,49285000
10/09/2020,BBCA.JK,5327.30908203125,5810.0,6220.0,5810.0,6220.0,175735000
11/09/2020,BBCA.JK,5414.41650390625,5905.0,5975.0,5620.0,5800.0,403032500
14/09/2020,BBCA.JK,5547.3701171875,6050.0,6115.0,5985.0,6000.0,138115000
15/09/2020,BBCA.JK,5373.1552734375,5860.0,6100.0,5860.0,6040.0,170087000
16/09/2020,BBCA.JK,5272.2939453125,5750.0,5870.0,5745.0,5860.0,158565500
17/09/2020,BBCA.JK,5276.87841796875,5755.0,5855.0,5665.0,5750.0,138796000
18/09/2020,BBCA.JK,5162.2626953125,5630.0,5735.0,5570.0,5700.0,316912000
21/09/2020,BBCA.JK,5139.34033203125,5605.0,5735.0,5595.0,5640.0,112443000
22/09/2020,BBCA.JK,4997.21728515625,5450.0,5565.0,5430.0,5520.0,163442500
23/09/2020,BBCA.JK,5047.6484375,5505.0,5585.0,5425.0,5450.0,100517000
24/09/2020,BBCA.JK,4992.6328125,5445.0,5535.0,5390.0,5430.0,88618500
25/09/2020,BBCA.JK,5143.9248046875,5610.0,5625.0,5460.0,5480.0,100705000
28/09/2020,BBCA.JK,5056.8173828125,5515.0,5695.0,5500.0,5650.0,93522000
29/09/2020,BBCA.JK,5047.6484375,5505.0,5635.0,5460.0,5575.0,117778500
30/09/2020,BBCA.JK,4969.7099609375,5420.0,5565.0,5420.0,5565.0,107377000
01/10/2020,BBCA.JK,5107.248046875,5570.0,5570.0,5480.0,5485.0,56893000
02/10/2020,BBCA.JK,5047.6484375,5505.0,5565.0,5440.0,5560.0,66848000
05/10/2020,BBCA.JK,5061.40234375,5520.0,5560.0,5460.0,5515.0,58291000
06/10/2020,BBCA.JK,5226.4482421875,5700.0,5715.0,5600.0,5630.0,141955500
07/10/2020,BBCA.JK,5276.87841796875,5755.0,5755.0,5580.0,5600.0,89937500
08/10/2020,BBCA.JK,5299.8017578125,5780.0,5800.0,5710.0,5790.0,77384500
09/10/2020,BBCA.JK,5295.216796875,5775.0,5775.0,5720.0,5750.0,54250500
12/10/2020,BBCA.JK,5368.5703125,5855.0,5875.0,5830.0,5840.0,82918500
13/10/2020,BBCA.JK,5368.5703125,5855.0,5860.0,5770.0,5840.0,48250500
14/10/2020,BBCA.JK,5409.83154296875,5900.0,5900.0,5810.0,5840.0,83117500
15/10/2020,BBCA.JK,5304.38525390625,5785.0,5880.0,5760.0,5875.0,82067000
16/10/2020,BBCA.JK,5281.46337890625,5760.0,5790.0,5730.0,5785.0,89051500
19/10/2020,BBCA.JK,5409.83154296875,5900.0,5900.0,5710.0,5750.0,56871500
20/10/2020,BBCA.JK,5322.72509765625,5805.0,5880.0,5785.0,5880.0,74995500
21/10/2020,BBCA.JK,5299.8017578125,5780.0,5865.0,5730.0,5860.0,77944000
22/10/2020,BBCA.JK,5318.14013671875,5800.0,5800.0,5705.0,5740.0,96872500
23/10/2020,BBCA.JK,5290.6318359375,5770.0,5840.0,5750.0,5840.0,66328000
26/10/2020,BBCA.JK,5331.89306640625,5815.0,5835.0,5725.0,5725.0,70452500
27/10/2020,BBCA.JK,5308.97021484375,5790.0,5830.0,5755.0,5815.0,89482000
02/11/2020,BBCA.JK,5336.47802734375,5820.0,5825.0,5720.0,5760.0,151006500
03/11/2020,BBCA.JK,5400.6630859375,5890.0,5895.0,5835.0,5840.0,78152000
04/11/2020,BBCA.JK,5336.47802734375,5820.0,5940.0,5785.0,5900.0,78626000
05/11/2020,BBCA.JK,5639.0625,6150.0,6180.0,5900.0,5900.0,161090000
06/11/2020,BBCA.JK,5776.599609375,6300.0,6300.0,6060.0,6160.0,137303500
09/11/2020,BBCA.JK,5762.8466796875,6285.0,6400.0,6215.0,6300.0,82739500
10/11/2020,BBCA.JK,5941.6455078125,6480.0,6600.0,6380.0,6395.0,191073500
11/11/2020,BBCA.JK,5996.66015625,6540.0,6565.0,6480.0,6540.0,131383500
12/11/2020,BBCA.JK,5886.63037109375,6420.0,6495.0,6405.0,6410.0,83082500
13/11/2020,BBCA.JK,5859.12353515625,6390.0,6450.0,6320.0,6420.0,82374500
16/11/2020,BBCA.JK,5941.6455078125,6480.0,6485.0,6385.0,6485.0,54905000
17/11/2020,BBCA.JK,6005.830078125,6550.0,6565.0,6490.0,6500.0,119784000
18/11/2020,BBCA.JK,6024.16845703125,6570.0,6575.0,6540.0,6550.0,99789000
19/11/2020,BBCA.JK,6065.43017578125,6615.0,6640.0,6515.0,6520.0,147346500
20/11/2020,BBCA.JK,6051.67578125,6600.0,6650.0,6550.0,6640.0,68468500
23/11/2020,BBCA.JK,6051.67578125,6600.0,6610.0,6550.0,6600.0,75265500
24/11/2020,BBCA.JK,6019.58349609375,6565.0,6600.0,6545.0,6600.0,72349500
25/11/2020,BBCA.JK,5877.46142578125,6410.0,6585.0,6380.0,6580.0,170140500
26/11/2020,BBCA.JK,5941.6455078125,6480.0,6490.0,6300.0,6350.0,64339000
27/11/2020,BBCA.JK,5854.53857421875,6385.0,6490.0,6380.0,6480.0,87361500
30/11/2020,BBCA.JK,5689.49267578125,6205.0,6400.0,6135.0,6385.0,393091500
01/12/2020,BBCA.JK,5863.70849609375,6395.0,6435.0,6220.0,6220.0,114563500
02/12/2020,BBCA.JK,5914.1376953125,6450.0,6485.0,6340.0,6460.0,93897500
03/12/2020,BBCA.JK,5923.30712890625,6460.0,6525.0,6425.0,6500.0,98210000
04/12/2020,BBCA.JK,5859.12353515625,6390.0,6465.0,6360.0,6460.0,64995500
07/12/2020,BBCA.JK,5978.322265625,6520.0,6580.0,6480.0,6500.0,96636000
08/12/2020,BBCA.JK,5950.8154296875,6490.0,6520.0,6425.0,6520.0,70561500
10/12/2020,BBCA.JK,6047.015625,6575.0,6600.0,6540.0,6590.0,151420500
11/12/2020,BBCA.JK,6194.16748046875,6735.0,6780.0,6595.0,6600.0,214160000
14/12/2020,BBCA.JK,6272.341796875,6820.0,6830.0,6795.0,6800.0,179785500
15/12/2020,BBCA.JK,6244.75,6790.0,6900.0,6605.0,6830.0,164024500
16/12/2020,BBCA.JK,6391.90283203125,6950.0,6950.0,6840.0,6860.0,138674000
17/12/2020,BBCA.JK,6378.107421875,6935.0,7000.0,6820.0,6965.0,91920000
